true_id,source,source_customer_id,entity_type,note,source_transaction_id
cust_0104,CRM,CRM-578603dbfd,customer,,
cust_0120,CRM,CRM-66e71ef3c4,customer,,
cust_0192,CRM,CRM-f593e648c4,customer,,
cust_0082,CRM,CRM-b529ea65a4,customer,,
cust_0019,CRM,CRM-cb99bf8240,customer,,
cust_0119,CRM,CRM-ec3bbf1a1d,customer,,
cust_0184,CRM,CRM-189bdc8739,customer,,
cust_0052,CRM,CRM-e22fc826ae,customer,,
cust_0031,CRM,CRM-9d69205ae5,customer,,
cust_0015,CRM,CRM-1447514879,customer,,
cust_0127,CRM,CRM-15d36e0fcb,customer,,
cust_0177,CRM,CRM-3cd7e8cbee,customer,,
cust_0077,CRM,CRM-ec3cf15a10,customer,,
cust_0117,CRM,CRM-67d7e5ba47,customer,,
cust_0060,CRM,CRM-6db678dc3e,customer,,
cust_0002,CRM,CRM-8fa5abc46c,customer,,
cust_0122,CRM,CRM-7cf916dd1e,customer,,
cust_0174,CRM,CRM-58d72c2356,customer,,
cust_0172,CRM,CRM-0dcf7545e6,customer,,
cust_0124,CRM,CRM-93be56324d,customer,,
cust_0024,CRM,CRM-64ba155cf1,customer,,
cust_0011,CRM,CRM-c1a9d93c63,customer,,
cust_0058,CRM,CRM-147d3b1529,customer,,
cust_0102,CRM,CRM-9b7dda7546,customer,,
cust_0156,CRM,CRM-2b12125d69,customer,,
cust_0017,CRM,CRM-425e690138,customer,,
cust_0188,CRM,CRM-66a7ec1b2f,customer,,
cust_0100,CRM,CRM-6120310f5c,customer,,
cust_0036,CRM,CRM-da130a3ccd,customer,,
cust_0080,CRM,CRM-6486a9734f,customer,,
cust_0170,CRM,CRM-94d9da904f,customer,,
cust_0079,CRM,CRM-cc3e48e7da,customer,,
cust_0050,CRM,CRM-57b18b5a89,customer,,
cust_0196,CRM,CRM-b519808961,customer,,
cust_0087,CRM,CRM-e3af91c5fd,customer,,
cust_0173,CRM,CRM-8fcfb898fa,customer,,
cust_0183,CRM,CRM-1186944222,customer,,
cust_0006,CRM,CRM-a504122480,customer,,
cust_0049,CRM,CRM-6b59213982,customer,,
cust_0053,CRM,CRM-835d7582fe,customer,,
cust_0109,CRM,CRM-039c88c9d3,customer,,
cust_0101,CRM,CRM-bfff1b93d5,customer,,
cust_0141,CRM,CRM-c034fe2475,customer,,
cust_0166,CRM,CRM-f55e33272b,customer,,
cust_0176,CRM,CRM-6c5b538fd0,customer,,
cust_0106,CRM,CRM-490188edc0,customer,,
cust_0013,CRM,CRM-568aa46d70,customer,,
cust_0081,CRM,CRM-620026ed0c,customer,,
cust_0062,CRM,CRM-4f9c602053,customer,,
cust_0057,CRM,CRM-b2e1ebc4f6,customer,,
cust_0142,CRM,CRM-ffd75df22e,customer,,
cust_0097,CRM,CRM-7870f4e1d6,customer,,
cust_0121,CRM,CRM-8715916190,customer,,
cust_0030,CRM,CRM-f16c8f5d31,customer,,
cust_0039,CRM,CRM-e334cc55cd,customer,,
cust_0153,CRM,CRM-7f0ac9b7be,customer,,
cust_0145,ERP,ERP-2909679b77,customer,,
cust_0037,ERP,ERP-aa3308ec6d,customer,,
cust_0078,ERP,ERP-35e66b199d,customer,,
cust_0070,ERP,ERP-4557cce138,customer,,
cust_0186,ERP,ERP-8502475eb9,customer,,
cust_0115,ERP,ERP-be51853b2f,customer,,
cust_0018,ERP,ERP-70512fe8eb,customer,,
cust_0089,ERP,ERP-1efbe132c4,customer,,
cust_0047,ERP,ERP-e51cc3d23d,customer,,
cust_0032,ERP,ERP-1531dee915,customer,,
cust_0076,ERP,ERP-c881213264,customer,,
cust_0094,ERP,ERP-500c94d47f,customer,,
cust_0158,ERP,ERP-9cd682f6db,customer,,
cust_0108,ERP,ERP-9497e65085,customer,,
cust_0126,ERP,ERP-91f2e0f5ec,customer,,
cust_0000,ERP,ERP-7d0b8f3068,customer,,
cust_0152,ERP,ERP-db9134a1b8,customer,,
cust_0160,ERP,ERP-4648a7fbe1,customer,,
cust_0148,ERP,ERP-d3c65e6bb0,customer,,
cust_0044,ERP,ERP-f3c1fc1649,customer,,
cust_0069,ERP,ERP-abd3cf8203,customer,,
cust_0191,ERP,ERP-6ca8d7d8e7,customer,,
cust_0029,ERP,ERP-5e1e80912c,customer,,
cust_0168,ERP,ERP-7758012177,customer,,
cust_0010,ERP,ERP-26e7323705,customer,,
cust_0155,ERP,ERP-1e865830d2,customer,,
cust_0001,ERP,ERP-60395caa93,customer,,
cust_0167,ERP,ERP-9b955aef69,customer,,
cust_0134,ERP,ERP-4bab68c6ac,customer,,
cust_0113,ERP,ERP-fa2fd44f0a,customer,,
cust_0110,ERP,ERP-ef705e9696,customer,,
cust_0023,ERP,ERP-d18dd115f0,customer,,
cust_0056,ERP,ERP-cd2402684f,customer,,
cust_0054,ERP,ERP-304db3fe27,customer,,
cust_0157,ERP,ERP-42ef5a2979,customer,,
cust_0043,ERP,ERP-5b94e63558,customer,,
cust_0150,ERP,ERP-9a6034c112,customer,,
cust_0164,ERP,ERP-3414360547,customer,,
cust_0139,ERP,ERP-a21eaf7699,customer,,
cust_0022,ERP,ERP-b51f609cb3,customer,,
cust_0146,ERP,ERP-bf88ca1bde,customer,,
cust_0125,ERP,ERP-222ac75442,customer,,
cust_0149,ERP,ERP-7073857e0b,customer,,
cust_0086,ERP,ERP-5f5b913e98,customer,,
cust_0162,ERP,ERP-4f0d1a73dc,customer,,
cust_0190,ERP,ERP-94d8b906c1,customer,,
cust_0118,ERP,ERP-d6378c9b54,customer,,
cust_0026,ERP,ERP-7fc842d15e,customer,,
cust_0084,ERP,ERP-2eee60958c,customer,,
cust_0009,ERP,ERP-14445e7958,customer,,
cust_0090,ERP,ERP-a0c708891b,customer,,
cust_0004,ERP,ERP-ef75f4faa5,customer,,
cust_0007,ERP,ERP-f1469ceb7a,customer,,
cust_0095,ERP,ERP-26bcd5e6f2,customer,,
cust_0098,ERP,ERP-978a114363,customer,,
cust_0067,ERP,ERP-31bb73d117,customer,,
cust_0035,ERP,ERP-0617daa491,customer,,
cust_0063,ERP,ERP-b3a8c1b856,customer,,
cust_0198,ERP,ERP-46fb25b424,customer,,
cust_0154,ERP,ERP-85eb4deccd,customer,,
cust_0045,ERP,ERP-8c0635153c,customer,,
cust_0014,ERP,ERP-0e97b59b65,customer,,
cust_0181,ERP,ERP-cc3838ad22,customer,,
cust_0189,ERP,ERP-a8619634ad,customer,,
cust_0016,ERP,ERP-41445bd11a,customer,,
cust_0099,ERP,ERP-0e52bbbbd5,customer,,
cust_0114,ERP,ERP-a21f90a2e4,customer,,
cust_0197,ERP,ERP-e6048a91e7,customer,,
cust_0012,ERP,ERP-7a237c0b7e,customer,,
cust_0093,ERP,ERP-aecf71a648,customer,,
cust_0051,ERP,ERP-063f43b4b6,customer,,
cust_0137,ERP,ERP-1e3550a3a3,customer,,
cust_0107,ERP,ERP-6ec60b87e1,customer,,
cust_0088,ERP,ERP-5c3818f8c9,customer,,
cust_0111,ERP,ERP-65a6743867,customer,,
cust_0161,ERP,ERP-4760f76def,customer,,
cust_0132,ERP,ERP-44dd54232d,customer,,
cust_0055,ERP,ERP-1803805983,customer,,
cust_0140,ERP,ERP-aeef54526c,customer,,
cust_0038,ERP,ERP-a167766301,customer,,
cust_0061,ERP,ERP-7b04792af9,customer,,
cust_0128,ERP,ERP-5c43ced908,customer,,
cust_0072,ERP,ERP-d1b3f2409b,customer,,
cust_0025,ERP,ERP-d80555b578,customer,,
cust_0075,ERP,ERP-0a3b8cc78c,customer,,
cust_0064,ERP,ERP-1bbdfd426c,customer,,
cust_0020,ERP,ERP-ef9edc7da8,customer,,
cust_0171,ERP,ERP-72f504ddea,customer,,
cust_0005,ERP,ERP-6489ce77ed,customer,,
cust_0169,ERP,ERP-57dd0cf90f,customer,,
cust_0185,ERP,ERP-e0acf26d0c,customer,,
cust_0091,ERP,ERP-54374dab4d,customer,,
cust_0182,ERP,ERP-cbfa80ef3f,customer,,
cust_0028,ERP,ERP-ff29cb37c5,customer,,
cust_0123,ERP,ERP-28259da44d,customer,,
cust_0034,ERP,ERP-99df1f3ad0,customer,,
cust_0178,ERP,ERP-728440e439,customer,,
cust_0085,ERP,ERP-038b4385b9,customer,,
cust_0131,ERP,ERP-d2753fd71c,customer,,
cust_0008,ERP,ERP-933fbe2566,customer,,
cust_0135,ERP,ERP-42280cd137,customer,,
cust_0103,ERP,ERP-b0c319cfb8,customer,,
cust_0159,ERP,ERP-f3457f4a23,customer,,
cust_0046,ERP,ERP-75789abbc8,customer,,
cust_0021,ERP,ERP-a134bcfe0e,customer,,
cust_0073,ERP,ERP-ec956484b5,customer,,
cust_0138,ERP,ERP-16b54e87d6,customer,,
cust_0194,ERP,ERP-db2e1c4d45,customer,,
cust_0065,ERP,ERP-af887e32cd,customer,,
cust_0112,ERP,ERP-48fa610c27,customer,,
cust_0042,ERP,ERP-83fcfd3eec,customer,,
cust_0151,ERP,ERP-95a35fbfbb,customer,,
cust_0104,ERP,ERP-db275b8f5f,customer,,
cust_0192,ERP,ERP-106f9167a0,customer,,
cust_0120,ERP,ERP-ed3c2ee0fe,customer,,
cust_0082,ERP,ERP-d235b00fb5,customer,,
cust_0019,ERP,ERP-09778f9720,customer,,
cust_0059,ERP,ERP-bc5b633176,customer,,
cust_0184,ERP,ERP-aa5569a7b8,customer,,
cust_0052,ERP,ERP-2dfca1ec11,customer,,
cust_0031,ERP,ERP-6d2f2e38e5,customer,,
cust_0127,ERP,ERP-9250cc74e9,customer,,
cust_0177,ERP,ERP-0d1916600d,customer,,
cust_0077,ERP,ERP-ae75ad7df5,customer,,
cust_0060,ERP,ERP-d57d655b56,customer,,
cust_0002,ERP,ERP-f6ba2db5c0,customer,,
cust_0122,ERP,ERP-2b6b7ece46,customer,,
cust_0172,ERP,ERP-12113c387d,customer,,
cust_0068,ERP,ERP-82be1db8d0,customer,,
cust_0058,ERP,ERP-dec1355c58,customer,,
cust_0156,ERP,ERP-0be64dbe3e,customer,,
cust_0102,ERP,ERP-b8ed86330e,customer,,
cust_0017,ERP,ERP-4b17b16b61,customer,,
cust_0080,ERP,ERP-95acac1e4d,customer,,
cust_0170,ERP,ERP-0bf8f43b7d,customer,,
cust_0079,ERP,ERP-823c7484c9,customer,,
cust_0050,ERP,ERP-e5f7a145e6,customer,,
cust_0087,ERP,ERP-b3eae34b6d,customer,,
cust_0173,ERP,ERP-81fbb1bd40,customer,,
cust_0006,ERP,ERP-7c623c06c3,customer,,
cust_0049,ERP,ERP-4a086af8c2,customer,,
cust_0053,ERP,ERP-53de999693,customer,,
cust_0041,ERP,ERP-88ed91cf8f,customer,,
cust_0109,ERP,ERP-4293bc841b,customer,,
cust_0101,ERP,ERP-2ed6eb4899,customer,,
cust_0141,ERP,ERP-68c2618db2,customer,,
cust_0166,ERP,ERP-82f0dbcc71,customer,,
cust_0176,ERP,ERP-fa0b225bd8,customer,,
cust_0106,ERP,ERP-e2ee723dbd,customer,,
cust_0013,ERP,ERP-605cd00c75,customer,,
cust_0081,ERP,ERP-511effba5d,customer,,
cust_0057,ERP,ERP-2b63b3dc33,customer,,
cust_0097,ERP,ERP-bb14c3cb3c,customer,,
cust_0142,ERP,ERP-5de73d943f,customer,,
cust_0121,ERP,ERP-f3fc0087c8,customer,,
cust_0030,ERP,ERP-5072b2ff93,customer,,
cust_0145,MKT,MKT-9bcfdbd0f5,customer,,
cust_0037,MKT,MKT-91c69f94c3,customer,,
cust_0078,MKT,MKT-b647c127f4,customer,,
cust_0071,MKT,MKT-d7b9caf3fb,customer,,
cust_0070,MKT,MKT-9f27d0fb0c,customer,,
cust_0186,MKT,MKT-cd6353a0a6,customer,,
cust_0033,MKT,MKT-ee0846e331,customer,,
cust_0115,MKT,MKT-a46fcc28d6,customer,,
cust_0175,MKT,MKT-d3a29681af,customer,,
cust_0047,MKT,MKT-80de88117c,customer,,
cust_0089,MKT,MKT-b259c5c57f,customer,,
cust_0032,MKT,MKT-13b40265dd,customer,,
cust_0094,MKT,MKT-da2106e1fd,customer,,
cust_0158,MKT,MKT-7bdb90a571,customer,,
cust_0108,MKT,MKT-777539c21f,customer,,
cust_0126,MKT,MKT-10a6b6380a,customer,,
cust_0147,MKT,MKT-e856579ff9,customer,,
cust_0130,MKT,MKT-62d45f961c,customer,,
cust_0129,MKT,MKT-7dbd90e5a8,customer,,
cust_0152,MKT,MKT-edfb755dae,customer,,
cust_0148,MKT,MKT-35acff3eb1,customer,,
cust_0044,MKT,MKT-faab86acfa,customer,,
cust_0069,MKT,MKT-155b63683c,customer,,
cust_0191,MKT,MKT-6cc88dce62,customer,,
cust_0029,MKT,MKT-04ba3558d2,customer,,
cust_0074,MKT,MKT-f06994f979,customer,,
cust_0144,MKT,MKT-1a2e6f3df1,customer,,
cust_0133,MKT,MKT-4259638498,customer,,
cust_0010,MKT,MKT-9835a89c18,customer,,
cust_0168,MKT,MKT-a156a8721f,customer,,
cust_0155,MKT,MKT-791446353f,customer,,
cust_0167,MKT,MKT-4fcea36d13,customer,,
cust_0040,MKT,MKT-313770af48,customer,,
cust_0134,MKT,MKT-52e6bcb846,customer,,
cust_0113,MKT,MKT-01df38c485,customer,,
cust_0165,MKT,MKT-b9e3ecbec7,customer,,
cust_0110,MKT,MKT-2177a74f19,customer,,
cust_0023,MKT,MKT-b777676b31,customer,,
cust_0056,MKT,MKT-e9db152e9b,customer,,
cust_0157,MKT,MKT-b26134001c,customer,,
cust_0054,MKT,MKT-c92bb6669a,customer,,
cust_0043,MKT,MKT-4cbe39ed6f,customer,,
cust_0150,MKT,MKT-1e9b28ad05,customer,,
cust_0139,MKT,MKT-fb924954fd,customer,,
cust_0022,MKT,MKT-c4662f3fa0,customer,,
cust_0146,MKT,MKT-cb9d2a254a,customer,,
cust_0125,MKT,MKT-f128d1328c,customer,,
cust_0149,MKT,MKT-a3d3fcc818,customer,,
cust_0193,MKT,MKT-8f502ec939,customer,,
cust_0086,MKT,MKT-177b508bce,customer,,
cust_0162,MKT,MKT-e3bd997b32,customer,,
cust_0190,MKT,MKT-7991d28d11,customer,,
cust_0026,MKT,MKT-4273a1d8d7,customer,,
cust_0084,MKT,MKT-1e3674b9d4,customer,,
cust_0009,MKT,MKT-e4595c1c1f,customer,,
cust_0090,MKT,MKT-26939a8ac9,customer,,
cust_0199,MKT,MKT-fb90c0b798,customer,,
cust_0004,MKT,MKT-c1097c0ea1,customer,,
cust_0007,MKT,MKT-b3d6530f2f,customer,,
cust_0095,MKT,MKT-61defb0c5e,customer,,
cust_0066,MKT,MKT-b0d6615841,customer,,
cust_0179,MKT,MKT-46910c4b7f,customer,,
cust_0098,MKT,MKT-752761dbcd,customer,,
cust_0067,MKT,MKT-89c6aec59e,customer,,
cust_0035,MKT,MKT-f1d910a892,customer,,
cust_0198,MKT,MKT-389b0e85d4,customer,,
cust_0063,MKT,MKT-21376ffabd,customer,,
cust_0154,MKT,MKT-bea77e36e1,customer,,
cust_0016,MKT,MKT-e5fad91f6d,customer,,
cust_0014,MKT,MKT-27bb2b4a8e,customer,,
cust_0189,MKT,MKT-ebc06e1394,customer,,
cust_0099,MKT,MKT-7ebfeb23ae,customer,,
cust_0114,MKT,MKT-cdbaf5c5f5,customer,,
cust_0012,MKT,MKT-f14668ce73,customer,,
cust_0093,MKT,MKT-7ac1303074,customer,,
cust_0137,MKT,MKT-6f5004d5ea,customer,,
cust_0083,MKT,MKT-fecd9cdd72,customer,,
cust_0197,MKT,MKT-73d5774ba3,customer,,
cust_0107,MKT,MKT-ed52c08c5c,customer,,
cust_0143,MKT,MKT-a0806ecdc2,customer,,
cust_0088,MKT,MKT-b47e8ba0e1,customer,,
cust_0195,MKT,MKT-9e3f7e0e26,customer,,
cust_0027,MKT,MKT-c91a1803f7,customer,,
cust_0111,MKT,MKT-3d0f789af0,customer,,
cust_0163,MKT,MKT-1547aca4b8,customer,,
cust_0161,MKT,MKT-5ee59b59ee,customer,,
cust_0132,MKT,MKT-0f4b5dbb4b,customer,,
cust_0055,MKT,MKT-78ff4298a3,customer,,
cust_0048,MKT,MKT-7ec0a52e5b,customer,,
cust_0140,MKT,MKT-dd5c66cb73,customer,,
cust_0038,MKT,MKT-268ef5f050,customer,,
cust_0105,MKT,MKT-c01915f6d5,customer,,
cust_0061,MKT,MKT-8c947c9529,customer,,
cust_0128,MKT,MKT-c891342abd,customer,,
cust_0072,MKT,MKT-83bc35fc98,customer,,
cust_0025,MKT,MKT-1af707e069,customer,,
cust_0075,MKT,MKT-ac37177afc,customer,,
cust_0020,MKT,MKT-d82d22927d,customer,,
cust_0171,MKT,MKT-1fae060ce4,customer,,
cust_0064,MKT,MKT-66f4df6737,customer,,
cust_0169,MKT,MKT-06c77e9914,customer,,
cust_0185,MKT,MKT-8bb7f5e437,customer,,
cust_0091,MKT,MKT-4a41a2de64,customer,,
cust_0182,MKT,MKT-8190bbd5e0,customer,,
cust_0028,MKT,MKT-a5d2f822db,customer,,
cust_0123,MKT,MKT-5036d12fc5,customer,,
cust_0178,MKT,MKT-63d8f01f76,customer,,
cust_0085,MKT,MKT-5f8de0abbf,customer,,
cust_0003,MKT,MKT-5e6dce9804,customer,,
cust_0187,MKT,MKT-c238e14795,customer,,
cust_0131,MKT,MKT-801263735f,customer,,
cust_0008,MKT,MKT-a2fb74e404,customer,,
cust_0135,MKT,MKT-92770f3e29,customer,,
cust_0103,MKT,MKT-1fd979f184,customer,,
cust_0046,MKT,MKT-f106b89eba,customer,,
cust_0073,MKT,MKT-2a15e07736,customer,,
cust_0021,MKT,MKT-0758833ce5,customer,,
cust_0138,MKT,MKT-92ce1d0b3f,customer,,
cust_0136,MKT,MKT-60285146bb,customer,,
cust_0065,MKT,MKT-fc95e8ed72,customer,,
cust_0092,MKT,MKT-a64897e26b,customer,,
cust_0112,MKT,MKT-d09bf8d4d8,customer,,
cust_0042,MKT,MKT-536e83df55,customer,,
cust_0151,MKT,MKT-89dc4280cf,customer,,
cust_0104,MKT,MKT-b2a7f968e9,customer,,
cust_0192,MKT,MKT-e5d2cddd4d,customer,,
cust_0120,MKT,MKT-da00fef17e,customer,,
cust_0082,MKT,MKT-811fc683b6,customer,,
cust_0019,MKT,MKT-2df705cb67,customer,,
cust_0059,MKT,MKT-2ddc3b2391,customer,,
cust_0119,MKT,MKT-ee8c0b7132,customer,,
cust_0015,MKT,MKT-14366bc9a3,customer,,
cust_0052,MKT,MKT-fb1c303bb1,customer,,
cust_0031,MKT,MKT-268bceee41,customer,,
cust_0184,MKT,MKT-c99d49f9ea,customer,,
cust_0127,MKT,MKT-7f3d0ae4e3,customer,,
cust_0177,MKT,MKT-6a1bc10cd4,customer,,
cust_0117,MKT,MKT-8dbe8d1def,customer,,
cust_0060,MKT,MKT-803b90f59f,customer,,
cust_0174,MKT,MKT-57538d4e91,customer,,
cust_0172,MKT,MKT-3ec8eb5c90,customer,,
cust_0068,MKT,MKT-e6c76e08e9,customer,,
cust_0124,MKT,MKT-8110aa1423,customer,,
cust_0116,MKT,MKT-854e84399c,customer,,
cust_0011,MKT,MKT-42774c188a,customer,,
cust_0102,MKT,MKT-e515f14e85,customer,,
cust_0017,MKT,MKT-9a1af77b1b,customer,,
cust_0188,MKT,MKT-893a1a890e,customer,,
cust_0100,MKT,MKT-87f989b1a1,customer,,
cust_0036,MKT,MKT-adfeaf5fa8,customer,,
cust_0079,MKT,MKT-ea7a53eea4,customer,,
cust_0050,MKT,MKT-d88a1cc7f3,customer,,
cust_0196,MKT,MKT-712a6a4c6a,customer,,
cust_0087,MKT,MKT-095db4bb45,customer,,
cust_0173,MKT,MKT-66682e25c9,customer,,
cust_0183,MKT,MKT-e9366b1440,customer,,
cust_0049,MKT,MKT-b18e110104,customer,,
cust_0109,MKT,MKT-81d412d1e4,customer,,
cust_0041,MKT,MKT-eb950c0c62,customer,,
cust_0101,MKT,MKT-44726d57d6,customer,,
cust_0141,MKT,MKT-d1546981c4,customer,,
cust_0166,MKT,MKT-3834a372cf,customer,,
cust_0081,MKT,MKT-890d11415a,customer,,
cust_0062,MKT,MKT-b101014c41,customer,,
cust_0057,MKT,MKT-4c35fb66ac,customer,,
cust_0142,MKT,MKT-d8ab06a733,customer,,
cust_0097,MKT,MKT-55b3fe0080,customer,,
cust_0030,MKT,MKT-9637f7f062,customer,,
cust_0039,MKT,MKT-1700712987,customer,,
cust_0153,MKT,MKT-6df3ba4ea4,customer,,
cust_0018,CRM,CRM-DUP-61942e2c37,customer,within-source-duplicate,
cust_0088,CRM,CRM-DUP-68e870d7c2,customer,within-source-duplicate,
cust_0160,CRM,CRM-DUP-87542588d8,customer,within-source-duplicate,
cust_0113,CRM,CRM-DUP-1a834a0c41,customer,within-source-duplicate,
cust_0156,CRM,CRM-DUP-de9c40c7d0,customer,within-source-duplicate,
cust_0157,MKT,MKT-DUP-f63da735bc,customer,within-source-duplicate,
cust_0120,MKT,MKT-DUP-252049e2c8,customer,within-source-duplicate,
